"","vacc","z.yr","vacc_type","group","pyears","event","Rate","RR_est"
"67","uv","27+ thru  34","PB","M",4065.5,26,6,NA
"68","vacc","27+ thru  34","PB","M",4019.3,15,4,"0.58 (0.31, 1.1)"
"69","uv","34+ thru  41","PB","M",3796.5,12,3,NA
"70","vacc","34+ thru  41","PB","M",3756.1,13,3,"1.09 (0.5, 2.4)"
"71","uv","41+ thru  48","PB","M",3647.1,12,3,NA
"72","vacc","41+ thru  48","PB","M",3612.5,9,2,"0.76 (0.32, 1.8)"
"73","uv","48+ thru  55","PB","M",3458.2,14,4,NA
"74","vacc","48+ thru  55","PB","M",3432.3,2,1,"0.14 (0.03, 0.63)"
"75","uv","55+ thru  62","PB","M",2784.9,12,4,NA
"76","vacc","55+ thru  62","PB","M",2772.7,2,1,"0.17 (0.04, 0.75)"
"77","uv","62+ thru  69","PB","M",2176.5,8,4,NA
"78","vacc","62+ thru  69","PB","M",2169,5,2,"0.63 (0.2, 1.92)"
"79","uv","69+ thru 203","PB","M",2495.5,8,3,NA
"80","vacc","69+ thru 203","PB","M",2431.5,7,3,"0.9 (0.33, 2.48)"
"81","uv","-1+ thru  13","AZ","18-64",31380.5,186,6,NA
"82","vacc","-1+ thru  13","AZ","18-64",31381,125,4,"0.67 (0.54, 0.84)"
"83","uv","13+ thru  20","AZ","18-64",12237.3,41,3,NA
"84","vacc","13+ thru  20","AZ","18-64",12236.7,59,5,"1.44 (0.97, 2.14)"
"85","uv","20+ thru  27","AZ","18-64",11515.5,40,3,NA
"86","vacc","20+ thru  27","AZ","18-64",11514.1,22,2,"0.55 (0.33, 0.92)"
"87","uv","27+ thru  34","AZ","18-64",11212.5,55,5,NA
"88","vacc","27+ thru  34","AZ","18-64",11210.7,18,2,"0.33 (0.19, 0.56)"
"89","uv","34+ thru  41","AZ","18-64",10963.6,27,2,NA
"90","vacc","34+ thru  41","AZ","18-64",10961.5,19,2,"0.7 (0.39, 1.27)"
"91","uv","41+ thru  48","AZ","18-64",10797.7,24,2,NA
"92","vacc","41+ thru  48","AZ","18-64",10795.3,12,1,"0.5 (0.25, 1)"
"93","uv","48+ thru  55","AZ","18-64",10504.4,17,2,NA
"94","vacc","48+ thru  55","AZ","18-64",10501.5,10,1,"0.59 (0.27, 1.28)"
"95","uv","55+ thru  62","AZ","18-64",9706.7,16,2,NA
"96","vacc","55+ thru  62","AZ","18-64",9703.3,12,1,"0.75 (0.36, 1.59)"
"97","uv","62+ thru  69","AZ","18-64",8475.4,19,2,NA
"98","vacc","62+ thru  69","AZ","18-64",8470.9,10,1,"0.53 (0.24, 1.13)"
"99","uv","69+ thru 203","AZ","18-64",10490.9,22,2,NA
"100","vacc","69+ thru 203","AZ","18-64",10401.6,40,4,"1.83 (1.09, 3.08)"
"101","uv","-1+ thru  13","PB","18-64",25723.1,132,5,NA
"102","vacc","-1+ thru  13","PB","18-64",25724.3,80,3,"0.61 (0.46, 0.8)"
"103","uv","13+ thru  20","PB","18-64",10727.3,58,5,NA
"104","vacc","13+ thru  20","PB","18-64",10728.5,32,3,"0.55 (0.36, 0.85)"
"105","uv","20+ thru  27","PB","18-64",9846.9,56,6,NA
"106","vacc","20+ thru  27","PB","18-64",9848.6,22,2,"0.39 (0.24, 0.64)"
"107","uv","27+ thru  34","PB","18-64",8606.4,46,5,NA
"108","vacc","27+ thru  34","PB","18-64",8608.4,4,0,"0.09 (0.03, 0.24)"
"109","uv","34+ thru  41","PB","18-64",8074,30,4,NA
"110","vacc","34+ thru  41","PB","18-64",8076.5,8,1,"0.27 (0.12, 0.58)"
"111","uv","41+ thru  48","PB","18-64",7739.5,32,4,NA
"112","vacc","41+ thru  48","PB","18-64",7742.3,8,1,"0.25 (0.12, 0.54)"
"113","uv","48+ thru  55","PB","18-64",7296.3,29,4,NA
"114","vacc","48+ thru  55","PB","18-64",7299.2,9,1,"0.31 (0.15, 0.66)"
"115","uv","55+ thru  62","PB","18-64",5911.3,18,3,NA
"116","vacc","55+ thru  62","PB","18-64",5913.9,5,1,"0.28 (0.1, 0.75)"
"117","uv","62+ thru  69","PB","18-64",4440.9,11,2,NA
"118","vacc","62+ thru  69","PB","18-64",4442.5,5,1,"0.45 (0.16, 1.31)"
"119","uv","69+ thru 203","PB","18-64",4933.4,13,3,NA
"120","vacc","69+ thru 203","PB","18-64",4905.7,7,1,"0.54 (0.22, 1.36)"
"121","uv","-1+ thru  13","AZ","65+",9767.2,389,40,NA
"122","vacc","-1+ thru  13","AZ","65+",9769.7,183,19,"0.47 (0.4, 0.56)"
"123","uv","13+ thru  20","AZ","65+",2764.9,84,30,NA
"124","vacc","13+ thru  20","AZ","65+",2767.5,39,14,"0.46 (0.32, 0.68)"
"125","uv","20+ thru  27","AZ","65+",2543.8,58,23,NA
"126","vacc","20+ thru  27","AZ","65+",2547,27,11,"0.46 (0.3, 0.73)"
"127","uv","27+ thru  34","AZ","65+",2510,39,16,NA
"128","vacc","27+ thru  34","AZ","65+",2513.3,18,7,"0.46 (0.26, 0.81)"
"129","uv","34+ thru  41","AZ","65+",2499.4,26,10,NA
"130","vacc","34+ thru  41","AZ","65+",2503.5,9,4,"0.35 (0.16, 0.74)"
"131","uv","41+ thru  48","AZ","65+",2475.2,30,12,NA
"132","vacc","41+ thru  48","AZ","65+",2480,4,2,"0.13 (0.05, 0.38)"
"133","uv","48+ thru  55","AZ","65+",2423.5,18,7,NA
"134","vacc","48+ thru  55","AZ","65+",2428.5,7,3,"0.39 (0.16, 0.93)"
"135","uv","55+ thru  62","AZ","65+",2276.3,9,4,NA
"136","vacc","55+ thru  62","AZ","65+",2280.5,5,2,"0.56 (0.19, 1.66)"
"137","uv","62+ thru  69","AZ","65+",1910,8,4,NA
"138","vacc","62+ thru  69","AZ","65+",1911.3,6,3,"0.75 (0.26, 2.16)"
"139","uv","69+ thru 203","AZ","65+",2386.9,7,3,NA
"140","vacc","69+ thru 203","AZ","65+",2173.6,10,5,"1.57 (0.6, 4.12)"
"141","uv","-1+ thru  13","PB","65+",6447.3,153,24,NA
"142","vacc","-1+ thru  13","PB","65+",6447.9,62,10,"0.4 (0.3, 0.54)"
"143","uv","13+ thru  20","PB","65+",2346.9,45,19,NA
"144","vacc","13+ thru  20","PB","65+",2347.2,40,17,"0.89 (0.58, 1.36)"
"145","uv","20+ thru  27","PB","65+",2220.8,24,11,NA
"146","vacc","20+ thru  27","PB","65+",2221.1,25,11,"1.04 (0.6, 1.82)"
"147","uv","27+ thru  34","PB","65+",2185.7,25,11,NA
"148","vacc","27+ thru  34","PB","65+",2185.7,31,14,"1.24 (0.73, 2.1)"
"149","uv","34+ thru  41","PB","65+",2162.4,19,9,NA
"150","vacc","34+ thru  41","PB","65+",2162.4,15,7,"0.79 (0.4, 1.55)"
"151","uv","41+ thru  48","PB","65+",2140.1,12,6,NA
"152","vacc","41+ thru  48","PB","65+",2140.1,13,6,"1.08 (0.49, 2.37)"
"153","uv","48+ thru  55","PB","65+",2108.6,10,5,NA
"154","vacc","48+ thru  55","PB","65+",2108.6,6,3,"0.6 (0.22, 1.65)"
"155","uv","55+ thru  62","PB","65+",1961,12,6,NA
"156","vacc","55+ thru  62","PB","65+",1960.2,4,2,"0.33 (0.11, 1.03)"
"157","uv","62+ thru  69","PB","65+",1719,11,6,NA
"158","vacc","62+ thru  69","PB","65+",1716.4,4,2,"0.36 (0.12, 1.14)"
"159","uv","69+ thru 203","PB","65+",2167.6,8,4,NA
"160","vacc","69+ thru 203","PB","65+",2008.1,8,4,"1.08 (0.4, 2.88)"
